"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_mediata","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S001036    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Meridiana","0016 0018","Dilluns","2023",2,"Febrer","20","14","Tarda","Desobeir semàfor","432116.2  ","4582922.61","2.186869104","41.393126169"
"2023S000384    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Meridiana","0026 0026","Divendres","2023",1,"Gener","20","14","Tarda","Desobeir semàfor","432118.05 ","4583103.43","2.186870951","41.394754921"
"2023S006423    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila","0061 0065","Dilluns","2023",10,"Octubre","30","13","Matí","Manca d'atenció a la conducció","432868.94 ","4583320.25","2.195828201","41.396770832"
"2023S005592    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària","0083X0083X","Divendres","2023",9,"Setembre","22","07","Matí","Gir indegut o sense precaució","434644.15 ","4584350.37","2.216950734","41.406195222"
"2023S003794    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",44403,"Bolívia","0000X0000X","Divendres","2023",6,"Juny","23","21","Tarda","Altres","432130.09 ","4583673.45","2.186951029","41.399889949"
"2023S006783    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)","000650000","Dimecres","2023",11,"Novembre","15","19","Tarda","Manca d'atenció a la conducció","434385.74 ","4583964.78","2.213901191","41.402701239"
"2023S006115    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)","000670000","Dilluns","2023",10,"Octubre","16","11","Matí","Manca d'atenció a la conducció","434153.58 ","4583878.28","2.211133418","41.401903162"
"2023S001372    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000640000","Dimecres","2023",3,"Març","8","20","Tarda","Manca d'atenció a la conducció","434723.77 ","4584307.91","2.217907814","41.405819268"
"2023S006480    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000650000","Dijous","2023",11,"Novembre","2","08","Matí","Avançament defectuós/improcedent","434371.96 ","4583978.79","2.213734829","41.402826298"
"2023S000223    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000660000","Divendres","2023",1,"Gener","13","08","Matí","Canvi de carril sense precaució","434299.84 ","4583908.15","2.212879771","41.402184166"
"2023S004255    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000700000","Dijous","2023",7,"Juliol","13","16","Tarda","No respectar distàncies","434020.31 ","4583616.44","2.209567765","41.399533898"
"2023S001689    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000700000","Dijous","2023",3,"Març","23","19","Tarda","Canvi de carril sense precaució","434020.31 ","4583616.44","2.209567765","41.399533898"
"2023S003390    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0016 0016","Dimecres","2023",6,"Juny","7","11","Matí","Canvi de carril sense precaució","434330.75 ","4584347.66","2.213201814","41.406145258"
"2023S004691    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",181608,"Roc Boronat","0117 0127","Dimecres","2023",8,"Agost","2","14","Tarda","Manca d'atenció a la conducció","432761.21 ","4583977.33","2.194466597","41.402679971"
"2023S003675    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,"Taulat","0266 0270","Dilluns","2023",6,"Juny","19","14","Tarda","Gir indegut o sense precaució","434745.03 ","4584723.59","2.218117298","41.40956493"
"2023S003818    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",267907,"Provençals","0001X0001X","Dilluns","2023",6,"Juny","26","07","Matí","Altres","434375.78 ","4584056.09","2.21377214","41.403522834"
"2023S003818    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",267907,"Provençals","0001X0001X","Dilluns","2023",6,"Juny","26","07","Matí","Manca d'atenció a la conducció","434375.78 ","4584056.09","2.21377214","41.403522834"
"2023S006605    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila","0135 0139","Dimarts","2023",11,"Novembre","7","14","Tarda","Gir indegut o sense precaució","432467.64 ","4583701.57","2.190985598","41.400171656"
"2023S005457    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària","0014S0014S","Divendres","2023",9,"Setembre","15","12","Matí","Manca d'atenció a la conducció","434371.96 ","4583978.79","2.213734829","41.402826298"
"2023S003067    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla","0020X0020X","Dilluns","2023",5,"Maig","22","11","Matí","Manca precaució efectuar marxa enrera","434738.18 ","4584478.4 ","2.218061805","41.407356003"
"2023S006566    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",330107,"Tànger","0031 0033","Dilluns","2023",11,"Novembre","6","11","Matí","Canvi de carril sense precaució","432348.34 ","4583709.18","2.189557698","41.400230163"
"2023S007208    ",1,"Ciutat Vella",1,"el Raval",701349,"Drassanes","0001 0001","Diumenge","2023",12,"Desembre","3","18","Tarda","Desobeir semàfor","431213.91 ","4580892.22","2.176307867","41.374762308"
"2023S005657    ",1,"Ciutat Vella",1,"el Raval",308301,"Sant Oleguer","0001 0003","Dilluns","2023",9,"Setembre","25","23","Nit","Desconegut","430767.99 ","4581214.43","2.170939112","41.377626103"
"2023S005580    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",144601,"Diagonal","0218U0218U","Dijous","2023",9,"Setembre","21","13","Matí","No determinada","432597.32 ","4584229.48","2.192477997","41.404937285"
"2023S004870    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",144601,"Diagonal","0230 0238","Dissabte","2023",8,"Agost","12","09","Matí","Manca d'atenció a la conducció","432462.86 ","4584186.25","2.190874314","41.404536633"
"2023S004311    ",1,"Ciutat Vella",1,"el Raval",308709,"Sant Pau","0056 0072","Dilluns","2023",7,"Juliol","17","08","Matí","Manca precaució incorporació circulació","430216.19 ","4581236.02","2.16433839","41.377772867"
"2023S000994    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",169409,"Corts Catalanes","0848 0848","Divendres","2023",2,"Febrer","17","13","Matí","No determinada","432321.43 ","4584249.36","2.189175375","41.405093146"
"2023S001294    ",1,"Ciutat Vella",1,"el Raval",140203,"Drassanes","0017 0021","Diumenge","2023",3,"Març","5","14","Tarda","No cedir la dreta","430949.91 ","4581096.04","2.173127947","41.376575438"
"2023S005355    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",330107,"Tànger","0093 0093","Dissabte","2023",9,"Setembre","9","17","Tarda","Desobeir semàfor","432615.57 ","4583950.92","2.192727345","41.402429902"
"2023S003963    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0065 0065","Divendres","2023",6,"Juny","30","17","Tarda","Altres","430953.01 ","4581593.13","2.173108351","41.381052854"
"2023S000947    ",1,"Ciutat Vella",1,"el Raval",310303,"Sant Rafael","0013 0013","Dimecres","2023",2,"Febrer","15","19","Tarda","Manca d'atenció a la conducció","430647.69 ","4581382.29","2.169481386","41.379127605"
"2023S001231    ",1,"Ciutat Vella",1,"el Raval",701367,"Raval","0015B0015B","Dijous","2023",3,"Març","2","21","Tarda","Altres","430611.47 ","4581360.46","2.16905077","41.378927864"
"2023S004700    ",1,"Ciutat Vella",1,"el Raval",701367,"Raval","0002 0002","Dimecres","2023",8,"Agost","2","16","Tarda","No determinada","430524.89 ","4581414.89","2.168009212","41.379410624"
"2023S001515    ",1,"Ciutat Vella",1,"el Raval",296600,"Sant Antoni Abat","0013 0013","Dijous","2023",3,"Març","16","16","Tarda","Manca d'atenció a la conducció","430308.21 ","4581410.08","2.16541871","41.379348553"
"2023S001664    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,"C-31","020630000","Dimecres","2023",3,"Març","22","18","Tarda","Desconegut","432509.94 ","4584438.01","2.191409426","41.40680812"
"2023S003366    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0022 0030","Dimarts","2023",6,"Juny","6","16","Tarda","Canvi de carril sense precaució","432592.28 ","4582626.29","2.19259629","41.390497358"
"2023S001008    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0076 0080","Dissabte","2023",2,"Febrer","18","14","Tarda","No respectar distàncies","430604.76 ","4580941.98","2.169018472","41.375158156"
"2023S005017    ",1,"Ciutat Vella",1,"el Raval",277809,"Reina Amàlia","0024A0024A","Dimarts","2023",8,"Agost","22","20","Tarda","Desconegut","430455.94 ","4581141.88","2.167216052","41.376945743"
"2023S003096    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0100 0100","Dijous","2023",5,"Maig","25","14","Tarda","Desobeir altres senyals","432985.66 ","4583007.18","2.197258985","41.393960831"
"2023S007599    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Divendres","2023",12,"Desembre","22","00","Nit","Canvi de carril sense precaució","432888.89 ","4582323.45","2.196177347","41.38779457"
"2023S002602    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Dimecres","2023",5,"Maig","3","10","Matí","Manca d'atenció a la conducció","432888.89 ","4582323.45","2.196177347","41.38779457"
"2023S007724    ",1,"Ciutat Vella",1,"el Raval",269108,"Portal de la Pau","0002 0002","Dissabte","2023",12,"Desembre","30","22","Nit","Altres","431293.95 ","4581061.37","2.177245735","41.376292639"
"2023S005099    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0047 0047","Divendres","2023",8,"Agost","25","23","Nit","No determinada","430802.95 ","4581563.96","2.171317221","41.380777229"
"2023S000269    ",1,"Ciutat Vella",1,"el Raval",177305,"Lleialtat","0006B0006B","Dissabte","2023",1,"Gener","14","23","Nit","Manca d'atenció a la conducció","430427.24 ","4581159.64","2.166870831","41.37710322"
"2023S005885    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)","000830000","Dijous","2023",10,"Octubre","5","14","Tarda","Canvi de carril sense precaució","433185.75 ","4582626.29","2.199694255","41.390546905"
"2023S005327    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0118 0118","Divendres","2023",9,"Setembre","8","10","Matí","Desobeir altres senyals","433073.95 ","4583092.36","2.19830558","41.394735382"
"2023S005793    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)","000840000","Diumenge","2023",10,"Octubre","1","20","Tarda","Manca d'atenció a la conducció","433185.75 ","4582626.29","2.199694255","41.390546905"
"2023S004493    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"Litoral (Llobregat)","000850000","Dimarts","2023",7,"Juliol","25","07","Matí","No respectar distàncies","433042.41 ","4582486.79","2.197995321","41.389278535"
"2023S006006    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700663,"Rosa Sensat","0027 0027","Dimarts","2023",10,"Octubre","10","15","Tarda","Altres","432735.43 ","4582842.99","2.194284297","41.392461111"
"2023S006688    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0118B0118B","Dissabte","2023",11,"Novembre","11","01","Nit","Desobeir altres senyals","433073.95 ","4583092.36","2.19830558","41.394735382"
"2023S005062    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700666,"Joan Oliver","0001 0001","Divendres","2023",8,"Agost","25","05","Nit","Manca d'atenció a la conducció","433298.47 ","4582876.14","2.201014868","41.392806606"
"2023S006314    ",1,"Ciutat Vella",2,"el Barri Gòtic",74404,"Catalunya","0017 0017","Dimecres","2023",10,"Octubre","25","23","Nit","No respectat pas de vianants","430809.64 ","4582248.27","2.171319034","41.386941184"
"2023S002449    ",1,"Ciutat Vella",2,"el Barri Gòtic",74404,"Catalunya","0017 0017","Dimecres","2023",4,"Abril","26","20","Tarda","Manca d'atenció a la conducció","430693.9  ","4582260.17","2.169933494","41.387038395"
"2023S006838    ",1,"Ciutat Vella",1,"el Raval",700025,"Josep Carner","0029B0029B","Divendres","2023",11,"Novembre","17","21","Tarda","Manca d'atenció a la conducció","431213.91 ","4580892.22","2.176307867","41.374762308"
"2023S005697    ",1,"Ciutat Vella",2,"el Barri Gòtic",82901,"Colom","0012 0012","Dimecres","2023",9,"Setembre","27","18","Tarda","Manca d'atenció a la conducció","431548.04 ","4581400.91","2.180245634","41.379372452"
"2023S001027    ",1,"Ciutat Vella",1,"el Raval",269200,"Portal de Santa Madrona","0014 0014","Diumenge","2023",2,"Febrer","19","18","Tarda","Desobeir semàfor","431141.53 ","4581056.3 ","2.175423758","41.376233939"
"2023S004640    ",1,"Ciutat Vella",1,"el Raval",269200,"Portal de Santa Madrona","0014 0014","Diumenge","2023",7,"Juliol","30","23","Nit","No cedir la dreta","431141.53 ","4581056.3 ","2.175423758","41.376233939"
"2023S005847    ",1,"Ciutat Vella",1,"el Raval",269200,"Portal de Santa Madrona","0014 0014","Dimecres","2023",10,"Octubre","4","13","Matí","Altres","431141.53 ","4581056.3 ","2.175423758","41.376233939"
"2023S007318    ",1,"Ciutat Vella",1,"el Raval",269200,"Portal de Santa Madrona","0014 0014","Dilluns","2023",12,"Desembre","11","06","Matí","Desobeir altres senyals","431141.53 ","4581056.3 ","2.175423758","41.376233939"
"2023S003263    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0023 0023","Dijous","2023",6,"Juny","1","18","Tarda","Altres","431444.23 ","4581878.06","2.17895026","41.38366117"
"2023S003114    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",132908,"Ramon Trias Fargas","0023U0023U","Divendres","2023",5,"Maig","26","09","Matí","Gir indegut o sense precaució","432464.9  ","4582585.04","2.191077416","41.390115138"
"2023S002554    ",1,"Ciutat Vella",2,"el Barri Gòtic",144204,"Ample","0025 0025","Dilluns","2023",5,"Maig","1","18","Tarda","Altres","431507.83 ","4581480.02","2.179755856","41.380081551"
"2023S004830    ",1,"Ciutat Vella",2,"el Barri Gòtic",169307,"Josep Anselm Clavé","0001 0001","Dimecres","2023",8,"Agost","2","19","Tarda","No determinada","431311.42 ","4581120.25","2.177447955","41.376824447"
"2023S003134    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",62609,"Icària","0145 0147","Divendres","2023",5,"Maig","26","17","Tarda","Desobeir semàfor","432928.56 ","4582665.26","2.196613915","41.39087648"
"2023S007400    ",1,"Ciutat Vella",2,"el Barri Gòtic",269301,"Portaferrissa","0002 0002","Dijous","2023",12,"Desembre","14","08","Matí","Manca d'atenció a la conducció","430838.81 ","4581811.79","2.171717742","41.383012447"
"2023S006243    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",62609,"Icària","0108U0108U","Dilluns","2023",10,"Octubre","23","07","Matí","Altres","432581.53 ","4582256.41","2.192508909","41.387165041"
"2023S001842    ",1,"Ciutat Vella",2,"el Barri Gòtic",82901,"Colom","0001 0001","Divendres","2023",3,"Març","31","10","Matí","Canvi de carril sense precaució","431645.93 ","4581570.38","2.181397078","41.380907151"
"2023S000572    ",1,"Ciutat Vella",2,"el Barri Gòtic",74404,"Catalunya","0023 0023","Dilluns","2023",1,"Gener","30","10","Matí","Manca d'atenció a la conducció","430704.97 ","4582088.39","2.170085544","41.385492178"
"2023S006172    ",1,"Ciutat Vella",2,"el Barri Gòtic",122904,"Ferran","0055 0055","Dimecres","2023",10,"Octubre","18","20","Tarda","Altres","431240.2  ","4581726.58","2.176527507","41.38227941"
"2023S006721    ",1,"Ciutat Vella",2,"el Barri Gòtic",333003,"Templers","0016 0016","Diumenge","2023",11,"Novembre","12","22","Nit","Manca precaució efectuar marxa enrera","431383.73 ","4581691.82","2.178247855","41.381978597"
"2023S003885    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0027 0027","Dimarts","2023",6,"Juny","27","17","Tarda","Manca d'atenció a la conducció","431379.66 ","4581944.09","2.178170598","41.384250376"
"2023S006705    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001010000","Dissabte","2023",11,"Novembre","11","23","Nit","No respectar distàncies","431627.7  ","4581413.57","2.18119678","41.379493255"
"2023S001570    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001040000","Dissabte","2023",3,"Març","18","23","Nit","No determinada","431520.59 ","4581243.79","2.179935149","41.377954977"
"2023S005985    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001070000","Dilluns","2023",10,"Octubre","9","13","Matí","Canvi de carril sense precaució","431229.39 ","4581076.77","2.176472014","41.376425825"
"2023S000915    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001070000","Dimarts","2023",2,"Febrer","14","17","Tarda","Altres","431520.59 ","4581243.79","2.179935149","41.377954977"
"2023S003219    ",1,"Ciutat Vella",1,"el Raval",296508,"Sant Antoni","0072 0072","Dimarts","2023",5,"Maig","30","10","Matí","Altres","430184.49 ","4581833.13","2.163890504","41.383148104"
"2023S001195    ",1,"Ciutat Vella",2,"el Barri Gòtic",269108,"Portal de la Pau","0005 0005","Dimecres","2023",3,"Març","1","09","Matí","Avançament defectuós/improcedent","431308.23 ","4581076.48","2.177414774","41.37642995"
"2023S004308    ",1,"Ciutat Vella",2,"el Barri Gòtic",269108,"Portal de la Pau","0005 0005","Diumenge","2023",7,"Juliol","16","19","Tarda","Desconegut","431358.53 ","4581040.46","2.178020316","41.376109822"
"2023S004772    ",1,"Ciutat Vella",2,"el Barri Gòtic",122904,"Ferran","0030 0030","Diumenge","2023",8,"Agost","6","21","Tarda","Altres","431167.82 ","4581634.66","2.175672395","41.381445319"
"2023S002208    ",1,"Ciutat Vella",1,"el Raval",329800,"Tallers","0075 0075","Dilluns","2023",4,"Abril","17","14","Tarda","No determinada","430414.06 ","4582030.32","2.166613195","41.384944034"
"2023S007587    ",1,"Ciutat Vella",1,"el Raval",250904,"Pelai","0038 0038","Dijous","2023",12,"Desembre","21","16","Tarda","No respectar distàncies","430492.54 ","4582099.03","2.16754385","41.385569673"
"2023S000667    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0083 0083","Divendres","2023",2,"Febrer","3","12","Matí","No respectat pas de vianants","430904.77 ","4581667.85","2.172522958","41.381721692"
"2023S000763    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0083 0083","Dimarts","2023",2,"Febrer","7","16","Tarda","No respectat pas de vianants","430904.77 ","4581667.85","2.172522958","41.381721692"
"2023S005945    ",1,"Ciutat Vella",3,"la Barceloneta",224904,"Joan Borbó Comte Barcelona","0001 0001","Dissabte","2023",10,"Octubre","7","23","Nit","Desconegut","432111.31 ","4581656.64","2.186952569","41.381723497"
"2023S002648    ",1,"Ciutat Vella",3,"la Barceloneta",224904,"Joan Borbó Comte Barcelona","0002 0002","Dijous","2023",5,"Maig","4","22","Nit","Altres","432117.77 ","4581633.5 ","2.187032415","41.381515627"
"2023S005988    ",1,"Ciutat Vella",1,"el Raval",349207,"Universitat","0006 0006","Dilluns","2023",10,"Octubre","9","18","Tarda","Manca d'atenció a la conducció","430261.77 ","4582119.9 ","2.164781643","41.385737659"
